"answer","option1","option2","option3","subject","question","explanation"
"Bathilda Bagshot","Cedric Diggory","Bill and Fleur's Wedding","Bellatrix Lestrange","Harry Potter","Who is the author of the wizarding book 'A History of Magic'?","Bathilda Bagshot is the author of the wizarding book 'A History of Magic.'"
"Barty Crouch Jr.","Bathilda Bagshot","Charlie Weasley","Bellatrix Lestrange","Harry Potter","Who impersonated Mad-Eye Moody using Polyjuice Potion in the Triwizard Tournament during the events of the Harry Potter series?","Barty Crouch Jr. impersonated Mad-Eye Moody as part of a plot in the Triwizard Tournament."
"Avada Kedavra","Stupefy","crucio","Expulso","Harry Potter","Which curse is known as one of the Unforgivable Curses and causes instant death to the target?","Avada Kedavra is the Killing Curse, infamous for its lethal effects."
"Arthur Weasley","Bill Weasley","Barty Crouch Jr.","Cho Chang","Harry Potter","Which Weasley family member works at the Ministry of Magic and has a fascination with Muggle inventions?","Arthur Weasley is known for his fascination with Muggle inventions and works at the Ministry of Magic."
"Argus Filch","Bathilda Bagshot","Arthur Weasley","Bellatrix Lestrange","Harry Potter","Who is the caretaker of Hogwarts and known for his dislike of students breaking rules?","Argus Filch serves as the caretaker of Hogwarts and enforces the school's rules."
"Aragog","Bill Weasley","Aragog's Funeral","Charlie Weasley","Harry Potter","What is the name of Hagrid's giant pet spider?","Aragog is the name of Hagrid's giant pet spider."
"Alohomora","Lumos","Expelliarmus","Nox","Harry Potter","What spell is commonly used to unlock doors and objects?","Alohomora is the spell used to unlock doors and objects, allowing access."
"Albus Dumbledore","Rubeus Hagrid","Filius Flitwick","Remus Lupin","Harry Potter","Who is the wise and respected headmaster of Hogwarts School of Witchcraft and Wizardry?","Albus Dumbledore is the headmaster of Hogwarts."
"Alastor Moody","Quirinus Quirrell","Horace Slughorn","Severus Snape","Harry Potter","Who is a famous Auror and a member of the Order of the Phoenix, known for his magical eye?","Alastor Moody is a skilled Auror with a magical eye."
"Accio","Alohomora","Stupefy","Expecto Patronum","Harry Potter","Which spell is used for summoning objects?","The Accio spell is known for summoning objects to the caster's location."
"Tom Riddle's Diary","Hungarian Horntail","Horcruxes","Hogwarts Express","Harry Potter","What is the name of the Dark object that Tom Riddle turned into a Horcrux, which later possessed Ginny Weasley in 'Harry Potter and the Chamber of Secrets'?","Tom Riddle's Diary is the Dark object turned into a Horcrux that possessed Ginny Weasley."
"Hungarian Horntail","Hall of Prophecy","Half-Blood Prince's Potion Book","Half-Blood Prince's Secret","Harry Potter","In the Triwizard Tournament, which dragon species does Harry face in the first task?","Harry faces the Hungarian Horntail in the first task of the Triwizard Tournament."
"Horcruxes","Half-Blood Prince","Grim","Great Hall","Harry Potter","What dark magical practice involves splitting one's soul and hiding it in an object to achieve immortality?","Horcruxes are objects in which a piece of one's soul is hidden to achieve immortality."
"Hogwarts Express","Goblet of Fire","Forest Again","Forbidden Forest","Harry Potter","What is the name of the train that transports students to Hogwarts School of Witchcraft and Wizardry?","The Hogwarts Express is the train that takes students to Hogwarts."
"Hall of Prophecy","Elder Wand","Dursleys","Diadem Horcrux","Harry Potter","In the Ministry of Magic, what chamber contains countless prophecies about various individuals' fates?","The Hall of Prophecy in the Department of Mysteries holds countless prophecies."
"Half-Blood Prince's Potion Book","Death Eaters","Cup Horcrux","Cloak of Invisibility","Harry Potter","Who wrote a mysterious and annotated potions textbook that Harry Potter finds helpful in 'Harry Potter and the Half-Blood Prince'?","The Half-Blood Prince's Potion Book is the annotated textbook found by Harry."
"Half-Blood Prince's Secret","Chamber of Secrets","Burrow","Black Lake","Harry Potter","What is the nickname given to the person who wrote the Half-Blood Prince's annotations in the potions textbook?","The Half-Blood Prince is the nickname of the mysterious annotator."
"Half-Blood Prince","Beauxbatons Academy of Magic","Battle of the Seven Potters","Battle of the Astronomy Tower","Harry Potter","What is the nickname given to Severus Snape due to his half-blood wizard heritage?","Severus Snape is known as the Half-Blood Prince."
"Grim","Battle of Hogwarts","Battle at the Ministry of Magic","Battle at the Department of Mysteries","Harry Potter","In 'Harry Potter and the Prisoner of Azkaban', what omen of death does Harry see in the tea leaves?","Harry sees the Grim, an omen of death, in the tea leaves."
"Great Hall","Basilisk","Astronomy Tower","Battle at the Ministry of Magic","Harry Potter","What is the name of the large dining hall at Hogwarts where students gather for meals and special events?","The Great Hall is the main dining hall at Hogwarts."
"Goblet of Fire","Sorting Hat","Triwizard Trophy","Elder Wand","Harry Potter","What is the enchanted object that selects the champions for the Triwizard Tournament in 'Harry Potter and the Goblet of Fire'?","he Goblet of Fire is a highly enchanted and ancient artifact featured in 'Harry Potter and the Goblet of Fire.' It is used to select the champions from the three wizarding schools competing in the Triwizard Tournament: Hogwarts, Beauxbatons Academy, and Durmstrang Institute."
"Elder Wand","Cloak of Invisibility","Cup Horcrux","Death Eaters","Harry Potter","Which of the Deathly Hallows is a powerful wand made of Elder wood?","The Elder Wand is one of the Deathly Hallows."
"Dursleys","Burrow","Black Lake","Beauxbatons Academy of Magic","Harry Potter","What is the last name of Harry Potter's aunt, uncle, and cousin with whom he lives before attending Hogwarts?","Harry lives with the Dursleys."
"Diadem Horcrux","Battle of the Seven Potters","Battle of the Astronomy Tower","Battle of Hogwarts","Harry Potter","What is the name of the lost diadem that Rowena Ravenclaw turned into a Horcrux?","The Diadem Horcrux was created by Rowena Ravenclaw."
"Department of Mysteries","Battle at the Ministry of Magic","Battle at the Department of Mysteries","Basilisk","Harry Potter","In the Ministry of Magic, which department studies mysterious and magical phenomena?","The Department of Mysteries is responsible for studying magical mysteries."
"Death Eaters","Cup Horcrux","Cloak of Invisibility","Chamber of Secrets","Harry Potter","What is the name of the group of dark witches and wizards who follow Lord Voldemort in the 'Harry Potter' series?","The followers of Lord Voldemort are known as Death Eaters."
"Cup Horcrux","Black Lake","Beauxbatons Academy of Magic","Battle of the Seven Potters","Harry Potter","Which of Voldemort's Horcruxes is a small golden cup?","One of Voldemort's Horcruxes is a small golden cup."
"Cloak of Invisibility","Battle of the Astronomy Tower","Battle at the Ministry of Magic","Battle at the Department of Mysteries","Harry Potter","What magical item allows the wearer to become invisible?","The Cloak of Invisibility is a magical item that grants invisibility."
"Chamber of Secrets","Burrow","Astronomy Tower","Basilisk","Harry Potter","In 'Harry Potter and the Chamber of Secrets', what is the hidden, underground room at Hogwarts where the basilisk is found?","The Chamber of Secrets is the hidden room where the basilisk resides."
"Burrow","Beauxbatons Academy of Magic","Battle of the Seven Potters","Battle of Hogwarts","Harry Potter","What is the name of the Weasley family's charming and eccentric home?","The Weasley family lives in the Burrow."
"Black Lake","Battle at the Ministry of Magic","Battle at the Department of Mysteries","Great Hall","Harry Potter","What is the name of the large lake located near Hogwarts School of Witchcraft and Wizardry?","The Black Lake is the lake near Hogwarts."
"Beauxbatons Academy of Magic","Basilisk","Astronomy Tower","Battle at the Department of Mysteries","Harry Potter","Which magical school in the 'Harry Potter' series is known for its grace and excellence in magic?","Beauxbatons Academy of Magic is known for its grace."
"Battle of the Seven Potters","Battle of Hogwarts","Battle at the Ministry of Magic","Great Hall","Harry Potter","In 'Harry Potter and the Deathly Hallows', what is the operation in which seven Harry Potters are used as decoys to protect the real Harry?","The Battle of the Seven Potters involves seven Harry Potter decoys."
"Battle of the Astronomy Tower","Battle at the Ministry of Magic","Grim","Hungarian Horntail","Harry Potter","In 'Harry Potter and the Half-Blood Prince', what major event occurs at Hogwarts, leading to a battle at this location?","The Battle of the Astronomy Tower takes place in 'Harry Potter and the Half-Blood Prince.'"
"Battle of Hogwarts","Basilisk","Astronomy Tower","Battle at the Ministry of Magic","Harry Potter","What is the final, epic battle that takes place at Hogwarts in 'Harry Potter and the Deathly Hallows'?","The Battle of Hogwarts is the climactic showdown."
"Battle at the Ministry of Magic","Battle at the Department of Mysteries","Grim","Hungarian Horntail","Harry Potter","In 'Harry Potter and the Order of the Phoenix', a significant battle occurs at the Ministry of Magic. What is the name of that battle?","The Battle at the Ministry of Magic is a pivotal event in the series."
"Battle at the Department of Mysteries","Basilisk","Astronomy Tower","Black Lake","Harry Potter","In 'Harry Potter and the Order of the Phoenix', a battle takes place in the Department of Mysteries. What is the name of this battle?","The Battle at the Department of Mysteries occurs in 'Harry Potter and the Order of the Phoenix.'"
"Basilisk","Beauxbatons Academy of Magic","Battle of the Seven Potters","Battle of the Astronomy Tower","Harry Potter","In 'Harry Potter and the Chamber of Secrets', what dangerous serpent resides in the Chamber of Secrets?","The Basilisk is the serpent found in the Chamber of Secrets."
"Astronomy Tower","Black Lake","Great Hall","Grim","Harry Potter","Which location at Hogwarts is the site of the tragic Battle of the Astronomy Tower?","The Battle of the Astronomy Tower occurs at the Astronomy Tower in Hogwarts."
"Luke Skywalker","Princess Leia Organa","Darth Vader","Han Solo","Star Wars","Who is known as the hero of the Rebel Alliance and the son of Anakin Skywalker?","Luke Skywalker is the hero of the Rebel Alliance and the son of Anakin Skywalker."
"Princess Leia Organa","Darth Vader","Luke Skywalker","Han Solo","Star Wars","Who is the skilled diplomat and leader of the Rebel Alliance?","Princess Leia Organa is a skilled diplomat and leader of the Rebel Alliance."
"Han Solo","Darth Vader","Princess Leia Organa","Luke Skywalker","Star Wars","Who is the charming smuggler and pilot of the Millennium Falcon?","Han Solo is the charming smuggler and pilot of the Millennium Falcon."
"Darth Vader","Princess Leia Organa","Luke Skywalker","Han Solo","Star Wars","Who is the Sith Lord and former Jedi Knight with a deep voice and iconic helmet?","Darth Vader is the Sith Lord and former Jedi Knight with a deep voice and iconic helmet."
"Obi-Wan Kenobi","R2-D2","Chewbacca","Yoda","Star Wars","Who is a wise Jedi Master and mentor to Anakin Skywalker and Luke Skywalker?","Obi-Wan Kenobi is a wise Jedi Master and mentor to Anakin Skywalker and Luke Skywalker."
"Yoda","C-3PO","Chewbacca","R2-D2","Star Wars","Who is the ancient and wise Jedi Master who trained Luke Skywalker?","Yoda is the ancient and wise Jedi Master who trained Luke Skywalker."
"Chewbacca","R2-D2","C-3PO","Yoda","Star Wars","Who is the loyal Wookiee co-pilot of the Millennium Falcon?","Chewbacca is the loyal Wookiee co-pilot of the Millennium Falcon."
"R2-D2","C-3PO","Chewbacca","Yoda","Star Wars","Who is the resourceful astromech droid often seen with Luke Skywalker?","R2-D2 is the resourceful astromech droid often seen with Luke Skywalker."
"C-3PO","R2-D2","Chewbacca","Yoda","Star Wars","Who is the protocol droid fluent in multiple languages and often paired with R2-D2?","C-3PO is the protocol droid fluent in multiple languages and often paired with R2-D2."
"Tatooine","Hoth","Endor","Alderaan","Star Wars","What desert planet is Luke Skywalker's home and the location of the first Star Wars film?","Tatooine is the desert planet that is Luke Skywalker's home and the location of the first Star Wars film."
"Alderaan","Hoth","Endor","Tatooine","Star Wars","Which planet was destroyed by the Death Star in the original Star Wars film?","Alderaan was destroyed by the Death Star in the original Star Wars film."
"Death Star","Alderaan","Millennium Falcon","Tatooine","Star Wars","What is the name of the massive space station and superweapon built by the Empire?","The Death Star is the massive space station and superweapon built by the Empire."
"Millennium Falcon","Alderaan","Tatooine","Death Star","Star Wars","What is the name of Han Solo's iconic starship?","The Millennium Falcon is Han Solo's iconic starship."
"Lightsaber","Alderaan","Tatooine","Death Star","Star Wars","What weapon is commonly used by Jedi and Sith, with a blade of plasma?","A lightsaber is a weapon commonly used by Jedi and Sith, with a blade of plasma."
"The Force","Alderaan","Tatooine","Death Star","Star Wars","What mystical energy field gives Jedi their power and binds the galaxy together?","The Force is the mystical energy field that gives Jedi their power and binds the galaxy together."
"Battle of Yavin","Battle of Coruscant","Battle of Hoth","Battle of Endor","Star Wars","In which battle did the Rebel Alliance destroy the first Death Star?","The Rebel Alliance destroyed the first Death Star in the Battle of Yavin."
"Battle of Hoth","Battle of Yavin","Battle of Coruscant","Battle of Endor","Star Wars","In which icy battle did the Empire attack the Rebel Alliance on the planet Hoth?","The Empire attacked the Rebel Alliance in the Battle of Hoth on the planet Hoth."
"Battle of Endor","Battle of Yavin","Battle of Hoth","Battle of Coruscant","Star Wars","In which decisive battle did the Rebel Alliance confront the Empire's forces in the forest moon of Endor?","The Rebel Alliance confronted the Empire's forces in the Battle of Endor on the forest moon of Endor."
"Jabba the Hutt","Emperor Palpatine","The Jedi Council","Lando Calrissian","Star Wars","Who is the notorious crime lord and owner of the palace on Tatooine?","Jabba the Hutt is the notorious crime lord and owner of the palace on Tatooine."
"The Jedi Council","Emperor Palpatine","Jabba the Hutt","Lando Calrissian","Star Wars","What is the governing body of Jedi Knights and Masters in the Star Wars universe?","The Jedi Council is the governing body of Jedi Knights and Masters in the Star Wars universe."
"Emperor Palpatine","Anakin Skywalker","Padmé Amidala","Darth Vader","Star Wars","Who is the Sith Lord and Emperor who manipulated Anakin Skywalker to the dark side?","Emperor Palpatine is the Sith Lord and Emperor who manipulated Anakin Skywalker to the dark side."
"Anakin Skywalker","Emperor Palpatine","Padmé Amidala","Grand Moff Tarkin","Star Wars","Who is the Jedi Knight who becomes Darth Vader after falling to the dark side?","Anakin Skywalker is the Jedi Knight who becomes Darth Vader after falling to the dark side."
"Padmé Amidala","Anakin Skywalker","Emperor Palpatine","Grand Moff Tarkin","Star Wars","Who is the former Queen of Naboo and the love interest of Anakin Skywalker?","Padmé Amidala is the former Queen of Naboo and the love interest of Anakin Skywalker."
"Grand Moff Tarkin","Anakin Skywalker","Emperor Palpatine","Padmé Amidala","Star Wars","Who is the Imperial officer in charge of the Death Star in the original Star Wars film?","Grand Moff Tarkin is the Imperial officer in charge of the Death Star in the original Star Wars film."
"Lando Calrissian","Anakin Skywalker","Emperor Palpatine","Padmé Amidala","Star Wars","Who is the suave gambler and owner of Cloud City in 'The Empire Strikes Back'?","Lando Calrissian is the suave gambler and owner of Cloud City in 'The Empire Strikes Back'."
"Boba Fett","Anakin Skywalker","Emperor Palpatine","Padmé Amidala","Star Wars","Who is the notorious bounty hunter with Mandalorian armor who captures Han Solo?","Boba Fett is the notorious bounty hunter with Mandalorian armor who captures Han Solo."
"Stormtroopers","TIE Fighter","X-wing","Rancor","Star Wars","What are the soldiers of the Galactic Empire known for their white armor and blasters?","Stormtroopers are the soldiers of the Galactic Empire known for their white armor and blasters."
"X-wing","Rancor","Bacta Tank","TIE Fighter","Star Wars","What type of starfighter is commonly used by the Rebel Alliance with distinctive X-shaped wings?","The X-wing is a type of starfighter commonly used by the Rebel Alliance with distinctive X-shaped wings."
"TIE Fighter","Rancor","Bacta Tank","X-wing","Star Wars","What type of starfighter is primarily used by the Galactic Empire with twin ion engines?","The TIE Fighter is a type of starfighter primarily used by the Galactic Empire with twin ion engines."
"Rancor","TIE Fighter","Bacta Tank","X-wing","Star Wars","What is the name of the large, carnivorous creature kept in Jabba the Hutt's palace?","The Rancor is the name of the large, carnivorous creature kept in Jabba the Hutt's palace."
"Bacta Tank","TIE Fighter","X-wing","Rancor","Star Wars","What medical device is used for healing injuries and is seen in 'The Empire Strikes Back'?","A Bacta Tank is a medical device used for healing injuries and is seen in 'The Empire Strikes Back'."
"AT-AT Walker","TIE Fighter","X-wing","Rancor","Star Wars","What is the four-legged Imperial walker used in the Battle of Hoth?","The AT-AT Walker is the four-legged Imperial walker used in the Battle of Hoth."
"Rebel Alliance","TIE Fighter","X-wing","Rancor","Star Wars","What is the organized group that opposes the Galactic Empire in the Star Wars universe?","The Rebel Alliance is the organized group that opposes the Galactic Empire in the Star Wars universe."
"Galactic Empire","TIE Fighter","X-wing","Rancor","Star Wars","What is the authoritarian regime ruled by Emperor Palpatine and Darth Vader in the Star Wars universe?","The Galactic Empire is the authoritarian regime ruled by Emperor Palpatine and Darth Vader in the Star Wars universe."
"Jedi Temple","TIE Fighter","X-wing","Rancor","Star Wars","What is the sacred Jedi training and meditation center on Coruscant?","The Jedi Temple is the sacred Jedi training and meditation center on Coruscant."
"Clone Troopers","TIE Fighter","X-wing","Rancor","Star Wars","What are the genetically engineered soldiers created for the Galactic Republic?","Clone Troopers are the genetically engineered soldiers created for the Galactic Republic."
"Slave I","TIE Fighter","X-wing","Rancor","Star Wars","What is the name of Boba Fett's ship, which is also his personal starship?","Slave I is the name of Boba Fett's ship, which is also his personal starship."
"Mos Eisley Cantina","TIE Fighter","X-wing","Rancor","Star Wars","What is the infamous cantina on Tatooine where Luke and Obi-Wan meet Han Solo and Chewbacca?","The Mos Eisley Cantina is the infamous cantina on Tatooine where Luke and Obi-Wan meet Han Solo and Chewbacca."
"Endor Forest","TIE Fighter","X-wing","Rancor","Star Wars","What is the forested moon where the Rebel Alliance confronts the Empire in 'Return of the Jedi'?","The Endor Forest is the forested moon where the Rebel Alliance confronts the Empire in 'Return of the Jedi'."
"Carbonite Freezing","Dagobah","Kashyyyk","Force Ghosts","Star Wars","What process is used to encase Han Solo in 'The Empire Strikes Back'?","Carbonite Freezing is the process used to encase Han Solo in 'The Empire Strikes Back'."
"Force Ghosts","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What are the apparitions of deceased Jedi who can communicate with the living?","Force Ghosts are the apparitions of deceased Jedi who can communicate with the living."
"Dagobah","Carbonite Freezing","Naboo","Kashyyyk","Star Wars","On which remote planet does Yoda live in exile and train Luke Skywalker in 'The Empire Strikes Back'?","Dagobah is the remote planet where Yoda lives in exile and trains Luke Skywalker in 'The Empire Strikes Back'."
"Kashyyyk","Dagobah","Carbonite Freezing","Naboo","Star Wars","What is the homeworld of the Wookiees, including Chewbacca?","Kashyyyk is the homeworld of the Wookiees, including Chewbacca."
"Naboo","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","Which planet is the home of Padmé Amidala and Emperor Palpatine in the prequel trilogy?","Naboo is the planet that is the home of Padmé Amidala and Emperor Palpatine in the prequel trilogy."
"Mustafar","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","On which fiery and volcanic planet does Anakin Skywalker have his fateful duel with Obi-Wan Kenobi?","Mustafar is the fiery and volcanic planet where Anakin Skywalker has his fateful duel with Obi-Wan Kenobi."
"Coruscant","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What is the bustling city-covered planet that serves as the capital of the Galactic Republic and later the Galactic Empire?","Coruscant is the bustling city-covered planet that serves as the capital of the Galactic Republic and later the Galactic Empire."
"Geonosis","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","Where does the first battle between the Jedi and the Separatists take place in 'Attack of the Clones'?","The first battle between the Jedi and the Separatists takes place on Geonosis in 'Attack of the Clones'."
"Kessel Run","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What is the famous hyperspace route known for its dangers and smuggler lore?","The Kessel Run is the famous hyperspace route known for its dangers and smuggler lore."
"The Krayt Dragon","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What is the massive, carnivorous creature found on Tatooine in 'A New Hope'?","The Krayt Dragon is the massive, carnivorous creature found on Tatooine in 'A New Hope'."
"Bespin","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","Which gas giant is the location of Cloud City, where Han Solo is frozen in carbonite?","Bespin is the gas giant that is the location of Cloud City, where Han Solo is frozen in carbonite."
"Mon Mothma","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","Who is the leader of the Rebel Alliance and later the New Republic in the original Star Wars trilogy?","Mon Mothma is the leader of the Rebel Alliance and later the New Republic in the original Star Wars trilogy."
"General Ackbar","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","Who is the Mon Calamari admiral known for the line 'It's a trap!'in 'Return of the Jedi'?","General Ackbar is the Mon Calamari admiral known for the line 'It's a trap!'in 'Return of the Jedi'."
"Ewoks","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What are the small, furry inhabitants of the forest moon of Endor who aid the Rebel Alliance?","Ewoks are the small, furry inhabitants of the forest moon of Endor who aid the Rebel Alliance."
"Kylo Ren","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","Who is the antagonist in the sequel trilogy, also known as Ben Solo?","Kylo Ren is the antagonist in the sequel trilogy, also known as Ben Solo."
"BB-8","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What is the astromech droid that accompanies Rey in the sequel trilogy?","BB-8 is the astromech droid that accompanies Rey in the sequel trilogy."
"Porgs","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What are the small, penguin-like creatures native to Ahch-To, seen in 'The Last Jedi'?","Porgs are the small, penguin-like creatures native to Ahch-To, seen in 'The Last Jedi'."
"Sarlacc Pit","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What is the creature in the Great Pit of Carkoon on Tatooine that swallows victims and digests them over a thousand years?","The Sarlacc Pit is the creature in the Great Pit of Carkoon on Tatooine that swallows victims and digests them over a thousand years."
"Trade Federation","Dagobah","Carbonite Freezing","Kashyyyk","Star Wars","What is the powerful, trade-oriented organization that blockades Naboo in 'The Phantom Menace'?","The Trade Federation is the powerful, trade-oriented organization that blockades Naboo in 'The Phantom Menace'."
"Sith Temple","Poe Dameron","Finn","Rey","Star Wars","What is the hidden location where the Sith practiced their dark arts and rituals?","The Sith Temple is the hidden location where the Sith practiced their dark arts and rituals."
"Rey","Poe Dameron","Finn","Supreme Leader Snoke","Star Wars","Who is the main protagonist of the sequel trilogy, known for her strong connection to the Force?","Rey is the main protagonist of the sequel trilogy, known for her strong connection to the Force."
"Finn","Poe Dameron","Resistance","Supreme Leader Snoke","Star Wars","Which character defects from the First Order and joins the Resistance in the sequel trilogy?","Finn is the character who defects from the First Order and joins the Resistance in the sequel trilogy."
"Poe Dameron","Jakku","Resistance","Supreme Leader Snoke","Star Wars","Who is the skilled pilot and member of the Resistance who flies the T-70 X-wing starfighter in the sequel trilogy?","Poe Dameron is the skilled pilot and member of the Resistance who flies the T-70 X-wing starfighter in the sequel trilogy."
"Supreme Leader Snoke","Starkiller Base","Jakku","Resistance","Star Wars","Who is the mysterious and powerful leader of the First Order in the sequel trilogy?","Supreme Leader Snoke is the mysterious and powerful leader of the First Order in the sequel trilogy."
"Resistance","Starkiller Base","Jakku","Rogue One","Star Wars","What is the organized military force that opposes the First Order in the sequel trilogy?","Resistance is the organized military force that opposes the First Order in the sequel trilogy."
"Jakku","Starkiller Base","Galactic Senate","Rogue One","Star Wars","On which desert planet does Rey's journey begin in the sequel trilogy?","Jakku is the desert planet where Rey's journey begins in the sequel trilogy."
"Starkiller Base","Galactic Senate","Count Dooku","Rogue One","Star Wars","What is the First Order's superweapon capable of destroying entire star systems in the sequel trilogy?","Starkiller Base is the First Order's superweapon capable of destroying entire star systems in the sequel trilogy."
"Rogue One","Galactic Senate","Count Dooku","General Grievous","Star Wars","Which standalone Star Wars film focuses on the mission to steal the Death Star plans?","Rogue One is the standalone Star Wars film that focuses on the mission to steal the Death Star plans."
"Jyn Erso","Galactic Senate","Count Dooku","General Grievous","Star Wars","Who is the central character in 'Rogue One', leading the mission to steal the Death Star plans?","Jyn Erso is the central character in 'Rogue One'. leading the mission to steal the Death Star plans."
"Cassian Andor","Galactic Senate","Count Dooku","General Grievous","Star Wars","Who is the Rebel Alliance intelligence officer who works alongside Jyn Erso in 'Rogue One'?","Cassian Andor is the Rebel Alliance intelligence officer who works alongside Jyn Erso in 'Rogue One'."
"Scarif","Galactic Senate","Count Dooku","General Grievous","Star Wars","What is the tropical planet where the final battle to steal the Death Star plans takes place in 'Rogue One'?","Scarif is the tropical planet where the final battle to steal the Death Star plans takes place in 'Rogue One'."
"Galactic Senate","General Grievous","Count Dooku","Naboo Starfighter","Star Wars","What is the governing body of the Galactic Republic before it becomes the Galactic Empire in the prequel trilogy?","The Galactic Senate is the governing body of the Galactic Republic before it becomes the Galactic Empire in the prequel trilogy."
"Count Dooku","General Grievous","Qui-Gon Jinn","Naboo Starfighter","Star Wars","Who is the Sith Lord and former Jedi Master who becomes a central antagonist in the prequel trilogy?","Count Dooku is the Sith Lord and former Jedi Master who becomes a central antagonist in the prequel trilogy."
"General Grievous","Kamino","Qui-Gon Jinn","Naboo Starfighter","Star Wars","Who is the cyborg military leader of the Separatist Alliance known for collecting lightsabers in the prequel trilogy?","General Grievous is the cyborg military leader of the Separatist Alliance known for collecting lightsabers in the prequel trilogy."
"Naboo Starfighter","Qui-Gon Jinn","Shmi Skywalker","Kamino","Star Wars","What type of starfighter is used by the Naboo Royal Space Fighter Corps in 'The Phantom Menace'?","The Naboo Starfighter is used by the Naboo Royal Space Fighter Corps in 'The Phantom Menace'."
"Qui-Gon Jinn","Sith Temple","Shmi Skywalker","Kamino","Star Wars","Who is the Jedi Master who discovers Anakin Skywalker and believes he is the Chosen One in 'The Phantom Menace'?","Qui-Gon Jinn is the Jedi Master who discovers Anakin Skywalker and believes he is the Chosen One in 'The Phantom Menace'."
"Kamino","Rey","Sith Temple","Shmi Skywalker","Star Wars","What is the rainy and ocean-covered planet where the Clone Army is created in 'Attack of the Clones'?","Kamino is the rainy and ocean-covered planet where the Clone Army is created in 'Attack of the Clones'."
"Shmi Skywalker","Sith Temple","Finn","Rey","Star Wars","Who is the mother of Anakin Skywalker in 'The Phantom Menace'?","Shmi Skywalker is the mother of Anakin Skywalker in 'The Phantom Menace'."
"Podracing on Tatooine","Force Lightning","Bounty Hunters","Boonta Eve Classic","Star Wars","What dangerous and exhilarating sport takes place on the desert planet Tatooine?","Podracing on Tatooine is the dangerous and exhilarating sport that takes place on the desert planet Tatooine."
"Boonta Eve Classic","Jedi Holocron","Force Lightning","Bounty Hunters","Star Wars","What is the most famous podracing event on Tatooine that Anakin Skywalker participates in?","The Boonta Eve Classic is the most famous podracing event on Tatooine that Anakin Skywalker participates in."
"Force Lightning","Jedi Holocron","The Mandalorian","Bounty Hunters","Star Wars","What is the powerful and destructive ability used by Sith Lords to project deadly electrical energy from their fingertips?","Force Lightning is the powerful and destructive ability used by Sith Lords to project deadly electrical energy from their fingertips."
"Bounty Hunters","Jedi Holocron","The Mandalorian","Din Djarin","Star Wars","Who are the individuals often hired to track down and capture or eliminate targets in the Star Wars universe?","Bounty Hunters are the individuals often hired to track down and capture or eliminate targets in the Star Wars universe."
"Jedi Holocron","The Mandalorian","Din Djarin","Grogu","Star Wars","What is a data-storage device used by the Jedi to preserve knowledge and teachings in a holographic form?","A Jedi Holocron is a data-storage device used by the Jedi to preserve knowledge and teachings in a holographic form."
"The Mandalorian","Din Djarin","Ahsoka Tano","Grogu","Star Wars","Who is the protagonist of the Star Wars TV series set in the Outer Rim, known for wearing Mandalorian armor?","The Mandalorian is the protagonist of the Star Wars TV series set in the Outer Rim, known for wearing Mandalorian armor."
"Din Djarin","Bo-Katan Kryze","Ahsoka Tano","Grogu","Star Wars","What is the real name of the Mandalorian character often referred to as 'Mando'?","Din Djarin is the real name of the Mandalorian character often referred to as 'Mando'."
"Grogu","Bo-Katan Kryze","Dark Saber","Ahsoka Tano","Star Wars","What is the name of the Force-sensitive child that the Mandalorian protects and cares for in the TV series?","Grogu is the name of the Force-sensitive child that the Mandalorian protects and cares for in the TV series."
"Ahsoka Tano","Bo-Katan Kryze","Dark Saber","Mandalore","Star Wars","Who is the former Jedi Padawan of Anakin Skywalker and a skilled Force user with a white lightsaber?","Ahsoka Tano is the former Jedi Padawan of Anakin Skywalker and a skilled Force user with a white lightsaber."
"Bo-Katan Kryze","Mandalore","Clone Wars","Dark Saber","Star Wars","Who is the Mandalorian warrior and leader of the Nite Owls known for her quest to reclaim the Darksaber and rule Mandalore?","Bo-Katan Kryze is the Mandalorian warrior and leader of the Nite Owls known for her quest to reclaim the Darksaber and rule Mandalore."
"Dark Saber","Mandalore","Order 66","Clone Wars","Star Wars","What is the ancient black-bladed lightsaber that holds great significance in the Mandalorian culture and leadership?","The Dark Saber is the ancient black-bladed lightsaber that holds great significance in the Mandalorian culture and leadership."
"Mandalore","Imperial Star Destroyer","Order 66","Clone Wars","Star Wars","What is the name of the Mandalorian homeworld and the center of Mandalorian society?","Mandalore is the name of the Mandalorian homeworld and the center of Mandalorian society."
